Num_Acc;catr;voie;v1;v2;circ;nbv;pr;pr1;vosp;prof;plan;lartpc;larrout;surf;infra;situ;env1;
50500;4;0;;;0;2;;;0;1;1;0;0;1;0;1;0;
50501;2;88;;N;3;4;46;200;0;1;1;15;144;2;0;1;0;
50502;2;88;;;3;6;31;855;0;1;1;15;216;1;0;1;0;
50503;2;488;;;3;4;0;600;0;4;2;15;144;1;3;1;0;
50504;1;47;;;3;4;8;200;0;1;1;15;144;1;0;1;99;
50505;2;88;;N;3;4;43;788;0;1;1;15;144;1;0;1;99;
50506;3;288;;;3;4;1;228;0;1;1;15;144;1;0;3;99;
50507;2;88;;;3;4;46;100;0;0;1;15;144;1;0;1;99;
50508;1;47;;;3;4;4;600;0;1;1;15;120;1;0;1;0;
50509;1;47;;;3;4;25;579;0;1;1;3;208;1;0;1;99;
50510;1;47;;;3;4;13;753;0;1;1;15;140;1;0;1;99;
50511;1;72;;;3;4;6;43;0;2;2;15;144;1;2;1;99;
50512;2;88;;N;3;4;46;100;0;1;1;15;144;1;0;1;0;
50513;2;88;;;3;6;32;850;0;1;1;15;216;2;0;2;99;
50514;2;88;;;3;6;32;600;0;1;1;15;216;2;0;1;0;
50515;2;88;;N;3;4;47;200;0;1;1;10;144;1;0;0;99;
50516;2;88;;N;3;4;45;600;0;1;1;10;144;1;0;1;0;
50517;2;88;;;3;4;38;700;0;1;1;0;144;1;1;1;99;
50518;1;47;;;3;4;25;721;0;1;1;15;180;1;3;1;0;
50519;1;72;;N;3;6;12;215;0;1;1;15;216;1;0;1;99;
50520;2;88;;;3;6;30;138;0;1;1;15;218;3;0;2;0;
50521;2;88;;;3;4;41;150;0;1;0;10;164;1;0;1;99;
50522;2;488;;;1;1;0;800;0;4;1;0;37;1;3;0;99;
50523;1;47;;;3;2;27;350;0;4;1;11;72;2;0;1;99;
50524;1;47;;N;3;4;23;787;0;2;4;15;144;2;0;2;0;
50525;1;88;;;3;5;39;600;0;1;1;15;180;2;3;1;0;
50526;1;72;;;3;4;5;150;0;1;1;20;144;1;0;1;0;
50527;1;72;;;3;6;8;150;0;1;1;20;216;1;0;1;0;
50528;2;88;;;3;4;41;230;0;1;1;10;144;1;0;1;99;
50529;1;47;;N;3;6;23;200;0;2;1;15;216;2;0;1;0;
50530;1;72;;;3;4;5;785;0;1;3;15;144;1;2;2;0;
50531;1;72;;;3;4;2;600;0;1;0;15;140;1;0;1;0;
50532;1;47;;;3;4;14;790;0;1;1;20;144;1;0;1;99;
50533;1;72;;;3;4;2;493;0;2;1;15;144;1;0;2;99;
50534;1;88;;;3;4;37;300;0;1;1;15;144;1;0;1;99;
50535;1;72;;;3;4;3;120;0;1;1;10;144;1;0;1;99;
50536;1;47;;;3;4;20;300;0;1;3;15;144;1;0;1;99;
50537;2;88;;N;3;4;41;550;0;2;1;10;144;1;0;1;99;
50538;2;88;;;3;6;30;110;0;0;0;0;0;0;0;1;0;
50539;1;88;;;3;3;32;300;0;1;3;15;108;2;0;2;99;
50540;1;72;;;3;4;6;0;0;2;3;15;144;2;0;1;99;
50541;1;47;;;3;4;12;200;0;1;2;15;144;1;0;1;99;
50542;1;72;;;0;2;6;400;0;1;2;15;144;1;0;0;99;
50543;2;88;;;3;4;41;400;0;2;1;15;144;1;0;1;99;
50544;2;88;;N;3;4;44;945;0;2;1;15;144;1;0;1;0;
50545;2;88;;;0;4;41;250;0;1;2;5;144;1;0;1;0;
50546;2;88;;N;3;4;44;508;0;2;1;10;144;2;0;1;99;
50547;2;88;;;3;6;32;500;0;1;1;20;216;2;0;1;0;
50548;2;88;;;3;3;32;145;0;1;3;15;108;2;0;1;99;
50549;1;47;;N;3;2;23;500;0;4;3;5;60;1;0;1;99;
50550;1;72;;;1;1;0;165;0;2;2;0;36;2;2;1;0;
50551;1;72;;N;3;6;12;650;0;1;1;15;216;2;0;1;99;
50552;1;72;;;3;4;5;150;0;1;1;20;144;2;0;1;0;
50553;1;88;;;3;6;32;800;0;2;2;10;216;2;0;1;99;
50554;1;88;;;3;4;36;500;0;1;3;15;144;2;0;1;0;
50555;1;46;;;3;3;18;200;0;1;1;10;105;2;0;1;0;
50556;1;46;;;1;1;41;500;0;2;3;10;35;2;3;1;0;
50557;3;383;;;1;2;9;900;0;1;3;0;50;2;0;1;99;
50558;3;383;;;1;2;15;0;0;2;2;10;25;2;0;1;99;
50559;1;7;;;3;2;0;500;0;1;3;10;70;2;0;1;99;
50560;1;42;;;1;1;4;0;0;1;2;0;0;2;3;2;99;
50561;1;7;;;3;3;34;550;0;2;1;15;105;2;0;2;99;
50562;1;7;;;1;3;33;500;0;2;3;10;125;2;0;1;99;
50563;1;7;;;3;3;26;400;0;1;2;10;105;1;3;2;0;
50564;3;383;;;1;3;4;300;0;1;1;10;120;1;0;1;0;
50565;1;7;;N;3;6;22;100;0;1;1;15;210;1;0;1;0;
50566;3;383;;;2;3;10;600;0;2;2;0;75;2;0;1;99;
50567;4;38300;;;3;4;0;700;0;1;1;5;165;1;0;1;0;
50568;3;383;;;3;3;10;700;0;2;2;10;120;1;0;1;0;
50569;1;6;;;3;3;447;400;0;2;1;0;105;1;0;1;0;
50570;1;7;;;1;5;7;300;0;1;1;10;140;1;0;1;99;
50571;3;383;;;1;3;10;800;0;2;4;0;115;2;0;1;0;
50572;1;7;;;1;3;2;500;0;2;2;10;90;2;1;1;0;
50573;1;43;;;1;3;6;200;0;1;1;10;105;1;0;1;0;
50574;1;6;;;3;3;450;400;0;2;2;10;105;2;0;1;0;
50575;3;383;;;3;3;6;800;0;1;1;15;105;2;2;1;0;
50576;1;43;;;3;2;1;500;0;1;1;5;70;1;0;1;99;
50577;3;383;;;3;3;5;0;0;1;1;15;105;1;0;1;99;
50578;3;302;;;3;2;5;140;0;1;3;0;70;1;0;1;99;
50579;1;6;;;3;2;454;800;0;1;1;0;80;1;3;1;99;
50580;1;42;;;0;2;4;0;0;1;3;0;30;2;0;1;0;
50581;3;383;;;3;4;6;0;0;1;1;20;140;2;0;3;99;
50582;3;383;;;3;3;4;0;0;2;1;10;105;1;0;1;0;
50583;3;301;;;3;2;6;900;0;1;1;5;70;1;0;1;99;
50584;1;7;;;1;3;33;0;0;2;3;10;105;2;0;1;99;
50585;1;6;;;1;2;452;800;0;1;1;10;70;1;0;1;0;
50586;1;47;;;1;2;0;720;0;1;1;5;70;1;2;1;0;
50587;3;302;;;1;2;2;400;0;1;3;20;70;9;5;1;0;
50588;3;383;;;3;3;6;300;0;1;3;20;105;1;0;1;99;
50589;1;7;;;2;4;2;200;0;2;3;15;140;2;2;1;0;
50590;1;7;;;3;3;1;0;0;1;1;10;105;1;0;1;0;
50591;1;7;;;1;2;0;200;0;1;3;10;35;2;2;1;99;
50592;3;301;;;1;2;1;100;0;4;4;10;95;7;3;1;99;
50593;1;43;;;3;4;13;100;0;1;1;10;165;1;0;1;99;
50594;4;38300;;;3;2;40;600;0;1;1;10;70;2;7;1;0;
50595;3;383;;;3;3;10;600;0;1;2;10;130;2;0;1;0;
50596;3;383;;;1;1;17;840;0;4;1;10;60;2;3;1;99;
50597;2;2043;;;3;2;0;600;0;0;3;15;35;2;3;1;99;
50598;1;7;;;2;3;19;0;0;1;1;15;105;2;0;1;99;
50599;3;383;;;2;1;5;800;0;1;3;0;75;1;3;1;0;
50600;1;6;;;3;3;449;800;0;2;2;15;105;2;0;1;0;
50601;1;46;;;3;2;44;814;;1;1;;;1;;1;;
50602;4;38300;;;1;2;35;500;0;1;1;0;70;1;1;1;99;
50603;3;383;;;1;4;11;0;0;2;4;10;130;2;0;1;0;
50604;1;43;;;1;3;5;200;0;1;1;20;130;2;0;1;99;
50605;1;47;;;3;2;1;0;0;1;1;10;10;1;2;1;0;
50606;1;43;;;3;4;1;900;0;1;1;20;140;1;0;1;99;
50607;2;7;;;3;2;5;500;0;1;1;0;70;2;5;1;0;
50608;3;383;;;1;5;10;900;0;2;2;0;175;2;0;1;99;
50609;3;302;;;3;2;4;900;0;2;1;15;70;1;2;1;99;
50610;1;7;;;1;3;8;400;0;1;1;0;105;1;0;1;0;
50611;2;346;;;3;3;40;0;0;1;1;10;105;1;0;1;99;
50612;3;302;;;3;2;5;200;0;1;3;0;70;1;0;2;99;
50613;1;450;;;3;2;1;100;0;1;1;10;90;2;0;1;99;
50614;3;383;;;1;3;10;200;0;1;1;0;105;2;0;1;0;
50615;1;46;;;3;2;54;275;0;1;1;35;70;1;0;1;0;
50616;1;7;;;3;3;18;900;0;1;1;10;30;1;0;1;0;
50617;2;346;;;3;2;29;450;0;1;2;10;90;2;0;1;99;
50618;3;383;;;1;3;10;700;0;2;2;10;130;2;0;1;99;
50619;1;42;;;3;4;4;20;0;1;2;0;150;2;0;1;0;
50620;3;383;;;3;3;10;700;0;2;2;10;140;2;3;1;0;
50621;3;383;;;4;5;10;500;0;2;2;10;140;2;3;1;0;
50622;1;43;;;3;4;1;650;0;1;1;10;160;2;0;1;99;
50623;1;7;;;3;3;13;300;0;1;1;10;90;1;0;3;99;
50624;2;346;;;1;2;29;800;0;1;1;15;70;1;0;1;0;
50625;1;7;;;1;0;5;815;0;1;2;4;140;2;0;1;0;
50626;1;42;;;3;2;4;0;0;1;2;0;90;2;0;1;0;
50627;1;7;;;1;2;7;500;0;1;3;10;70;1;3;1;99;
50628;2;346;;;1;2;34;700;0;1;1;10;70;1;0;1;0;
50629;3;383;;;3;4;14;500;0;1;1;10;150;1;3;1;0;
50630;3;301;;;1;2;4;600;0;1;1;10;70;1;0;1;99;
50631;3;301;;;1;2;4;900;0;1;1;10;105;1;0;1;0;
50632;1;6;;;3;4;447;0;0;1;1;10;140;1;0;1;99;
50633;1;6;;;1;3;447;200;0;1;2;15;105;1;0;1;0;
50634;1;6;;;1;2;439;800;0;2;1;10;70;1;0;1;99;
50635;1;46;;;0;3;46;100;0;1;1;0;70;1;0;1;0;
50636;1;7;;N;3;4;33;700;0;2;1;10;140;1;0;1;99;
50637;1;43;;;3;6;20;800;0;1;1;0;0;1;7;1;99;
50638;2;7;;;2;4;6;500;0;1;1;10;140;1;0;1;99;
50639;1;450;;;1;2;2;0;0;1;1;15;70;1;0;1;99;
50640;3;383;;;1;2;17;600;0;1;1;0;70;0;0;1;99;
50641;4;38300;;;1;2;40;525;0;1;1;0;70;1;1;1;0;
50642;2;7;;;3;5;6;0;0;1;1;10;165;1;5;1;99;
50643;1;6;;;1;2;438;700;0;1;1;10;70;2;0;1;0;
50644;1;42;;;3;2;3;900;0;1;2;10;85;2;0;1;0;
50645;1;42;;;1;2;3;900;0;1;1;0;70;2;0;1;0;
50646;1;7;;;3;0;4;650;0;1;1;10;130;1;0;1;99;
50647;2;346;;;3;2;26;0;0;4;4;15;90;2;3;1;99;
50648;1;432;;;1;2;18;800;0;2;2;0;70;2;2;1;0;
50649;3;383;;;3;4;8;800;0;2;1;10;140;1;3;1;99;
50650;2;346;;;1;4;40;400;0;1;1;10;140;1;3;1;99;
50651;2;346;;;1;2;26;50;0;1;1;10;70;1;0;1;99;
50652;1;43;;;1;4;1;700;0;1;1;15;200;1;3;1;3;
50653;1;450;;;1;1;5;900;0;2;3;0;35;1;0;1;0;
50654;3;383;;;3;3;15;500;0;1;1;10;100;1;0;1;0;
50655;3;383;;;1;4;13;100;0;1;1;10;135;1;0;1;99;
50656;1;450;;;2;2;6;900;0;1;1;0;70;1;0;1;99;
50657;3;383;;;2;3;7;0;0;1;1;15;125;1;1;1;99;
50658;1;6;;;1;3;448;300;0;2;1;10;105;1;0;1;99;
50659;1;450;;;1;2;0;100;0;0;0;0;75;0;0;1;0;
50660;2;346;;;3;3;35;400;0;1;1;10;35;1;0;1;0;
50661;1;7;;;1;1;14;500;0;1;3;0;35;1;0;1;99;
50662;1;42;;;1;1;2;900;0;2;4;15;35;1;3;1;99;
50663;1;7;;N;3;6;23;100;0;1;1;15;210;1;0;1;0;
50664;3;383;;;3;2;15;100;0;2;2;15;35;2;2;1;99;
50665;4;38300;;;1;3;3;100;0;1;1;0;105;1;0;1;99;
50666;1;46;;;3;3;59;900;0;3;1;0;105;1;0;1;0;
50667;3;383;;;3;3;17;0;0;1;1;30;105;1;0;1;99;
50668;1;7;;;3;3;3;250;0;1;1;15;105;1;0;2;99;
50669;1;43;;;1;4;18;0;0;2;1;10;140;1;0;1;99;
50670;1;7;;;1;3;9;800;0;1;1;10;105;1;0;1;99;
50671;1;7;;;3;3;1;100;0;1;1;0;100;1;0;1;0;
50672;1;42;;;3;2;1;0;0;1;1;10;70;1;0;1;0;
50673;1;43;;;1;4;14;700;0;1;1;10;140;1;0;1;99;
50674;1;43;;;3;3;14;800;;1;1;;;1;0;1;0;
50675;1;7;;;3;3;27;400;0;1;3;10;105;2;2;1;0;
50676;1;7;;;3;3;5;316;0;1;1;20;105;1;0;1;99;
50677;2;346;;;1;1;38;450;0;1;3;0;35;1;3;3;0;
50678;1;7;;;3;3;1;200;0;1;1;10;35;2;0;1;99;
50679;3;302;;;1;1;0;1;0;2;1;0;35;2;0;1;0;
50680;1;6;;;1;1;450;100;;1;1;;;1;;1;;
50681;1;46;;;1;3;24;100;0;2;1;10;105;1;0;1;99;
50682;3;383;;;1;4;8;750;0;1;1;10;140;1;3;1;99;
50683;3;383;;;0;3;11;500;0;1;1;15;105;1;0;0;0;
50684;3;383;;;3;3;6;400;0;1;3;5;105;2;0;1;0;
50685;1;43;;;3;3;5;0;0;1;1;15;105;1;0;1;99;
50686;3;301;;;1;1;0;850;0;3;4;10;35;1;3;1;0;
50687;1;6;;;3;3;446;900;0;1;1;10;105;1;0;1;99;
50688;3;383;;;1;3;6;600;0;1;1;15;140;1;1;1;0;
50689;4;38300;;;1;0;36;500;0;1;1;10;70;1;1;1;0;
50690;3;383;;;1;3;4;500;0;1;1;10;105;1;0;1;0;
50691;1;42;;;3;6;8;400;0;1;1;0;0;1;0;1;0;
50692;1;6;;;1;1;427;300;0;1;1;0;600;1;7;1;0;
50693;1;43;;;1;3;14;800;0;1;1;0;105;1;0;1;0;
50694;1;46;;;1;2;49;500;0;1;1;10;70;1;0;1;0;
50695;1;46;;;1;2;20;623;0;1;1;15;70;1;0;1;0;
50696;2;346;;;2;2;37;100;0;4;1;10;105;1;0;1;0;
50697;3;383;;;3;3;6;500;0;1;1;5;105;2;0;1;0;
50698;1;7;;;4;4;2;500;0;1;1;10;150;1;0;1;0;
50699;1;6;;;3;2;452;0;0;0;0;0;0;0;0;1;0;
50700;1;43;;;1;4;1;950;0;1;1;10;140;1;0;1;99;
50701;3;301;;;3;2;3;500;0;1;1;10;70;2;0;1;0;
50702;4;38300;;;1;3;1;100;0;1;2;10;105;0;2;1;99;
50703;4;38300;;;2;3;2;150;0;1;1;15;115;1;0;1;0;
50704;3;383;;;3;3;6;400;0;1;3;15;105;1;0;1;0;
50705;1;6;;;3;3;446;900;0;1;1;10;105;1;0;1;0;
50706;3;383;;;1;3;13;800;0;1;0;15;105;1;0;2;0;
50707;3;1407;;;3;4;2;0;0;1;1;0;140;1;0;1;0;
50708;4;38300;;;3;3;0;800;0;1;1;10;105;1;0;1;0;
50709;3;383;;;3;4;6;900;0;1;1;10;140;1;1;1;99;
50710;1;7;;;1;3;13;0;0;1;1;0;105;1;0;1;99;
50711;1;7;;;3;3;23;250;0;1;1;4;105;1;0;1;0;
50712;3;383;;;1;3;4;300;0;1;1;0;140;1;0;1;99;
50713;3;383;;;3;3;11;800;0;1;1;5;105;1;0;1;0;
50714;1;42;;;3;2;1;100;0;1;1;20;70;1;0;2;99;
50715;3;383;;;3;3;12;700;0;1;1;15;105;1;0;1;99;
50716;1;43;;;1;3;3;500;0;1;1;10;115;1;0;1;99;
50717;3;383;;;3;3;5;400;0;1;1;25;105;1;0;2;99;
50718;1;6;;;1;3;448;300;0;3;1;10;105;1;0;1;99;
50719;1;43;;;3;3;5;400;0;1;1;5;105;1;0;1;0;
50720;1;43;;;3;4;10;700;0;2;1;15;140;1;0;1;99;
50721;3;383;;;3;3;11;200;0;1;1;10;105;1;0;1;0;
50722;1;46;;;1;3;25;600;0;2;1;10;100;1;0;1;0;
50723;1;6;;;1;4;448;600;0;2;1;0;75;1;0;1;0;
50724;3;301;;;3;2;4;800;0;1;1;10;70;1;0;1;0;
50725;2;7;;;3;2;7;20;0;1;1;51;79;1;5;1;99;
50726;4;38300;;;1;3;41;0;0;1;3;15;105;1;;1;0;
50727;2;346;;;1;2;31;800;0;2;1;10;70;1;0;1;99;
50728;1;7;;;3;3;4;200;0;1;1;15;105;1;0;1;99;
50729;3;383;;;1;3;17;200;0;1;1;15;105;1;0;1;99;
50730;1;7;;;1;3;26;500;0;1;2;10;105;1;0;1;99;
50731;3;383;;;3;3;5;300;0;1;1;15;105;1;0;1;0;
50732;1;7;;;0;2;0;250;0;1;3;10;70;2;0;0;99;
50733;1;43;;;3;2;1;0;0;4;3;0;70;2;3;1;99;
50734;1;43;;;3;4;14;700;0;2;3;20;140;2;0;1;0;
50735;3;383;;;3;5;8;900;0;1;1;20;175;1;0;1;99;
50736;3;383;;;1;3;13;200;0;1;1;10;105;1;0;1;99;
50737;1;47;;;3;2;1;800;0;1;1;0;100;1;2;1;3;
50738;1;46;;;3;3;25;620;0;4;1;10;70;2;3;1;0;
50739;1;450;;;2;2;6;700;0;1;1;0;70;2;0;1;0;
50740;1;47;;;1;2;0;800;0;1;1;15;70;2;2;1;99;
50741;2;2043;;;1;2;0;5;0;1;3;0;70;2;1;1;99;
50742;3;1407;;;1;4;1;500;0;1;1;10;140;2;0;1;99;
50743;2;7;;;4;4;5;900;0;1;1;0;70;2;5;1;0;
50744;1;7;;;3;3;27;0;0;2;2;10;105;2;2;1;0;
50745;1;7;;;1;3;7;300;0;1;1;10;105;1;0;0;0;
50746;1;6;;;1;2;452;900;0;1;1;10;70;1;0;1;0;
50747;1;43;;;3;3;14;800;0;1;1;15;35;2;0;1;99;
50748;1;7;;;3;3;1;500;0;1;1;10;105;2;0;1;0;
50749;1;42;;;1;2;2;600;0;1;3;10;70;2;3;1;99;
50750;1;6;;;1;3;454;800;0;1;2;10;105;2;1;1;0;
50751;3;383;;;1;3;10;600;0;1;2;0;75;2;0;1;0;
50752;1;42;;;1;2;0;200;0;0;0;0;0;2;0;1;0;
50753;3;301;;;1;3;1;600;0;1;1;10;105;1;0;1;0;
50754;1;46;;;1;2;56;500;0;1;1;10;70;1;0;1;0;
50755;1;7;;;1;3;5;650;0;1;1;15;140;1;0;1;0;
50756;1;43;;;3;4;14;0;0;1;1;20;140;1;0;1;99;
50757;1;7;;;1;1;32;0;0;2;1;0;35;1;0;3;99;
50758;3;301;;;1;1;1;150;0;2;2;15;35;2;3;1;0;
50759;1;7;;;3;3;6;0;0;1;1;10;105;1;0;1;0;
50760;1;43;;;3;2;14;500;0;2;3;10;175;2;3;1;0;
50761;3;301;;;3;2;7;300;0;1;1;15;35;1;0;2;99;
50762;1;43;;;1;3;1;800;0;4;4;10;105;2;3;1;99;
50763;1;43;;;3;3;1;800;0;1;1;10;105;2;3;1;0;
50764;1;450;;;1;1;1;100;0;1;3;10;30;2;3;1;99;
50765;3;383;;;3;3;6;0;0;1;3;10;105;2;0;1;0;
50766;3;383;;;1;3;5;600;0;1;1;10;105;2;0;1;99;
50767;3;383;;;1;3;10;100;0;1;2;10;105;2;0;1;99;
50768;2;346;;;1;2;25;800;0;4;2;0;0;2;0;1;0;
50769;1;6;;;3;2;452;900;0;1;1;15;70;1;2;1;99;
50770;1;7;;;3;3;24;400;0;1;1;15;105;1;0;1;99;
50771;2;346;;;1;2;25;800;0;4;3;100;70;2;2;1;99;
50772;1;6;;;1;2;453;0;0;1;1;0;70;2;1;1;0;
50773;1;6;;;3;2;441;750;0;2;1;20;70;2;0;1;99;
50774;2;346;;;1;2;34;141;0;1;1;0;65;1;0;1;0;
50775;1;7;;;3;3;24;0;0;1;1;15;35;2;0;1;99;
50776;1;43;;;1;3;4;500;0;1;1;25;105;1;0;1;99;
50777;1;42;;;1;2;1;0;0;1;1;15;70;1;0;1;99;
50778;4;38300;;;0;2;1;500;0;2;3;0;70;1;3;0;99;
50779;1;42;;;1;2;3;850;0;1;2;0;75;2;3;3;0;
50780;1;7;;;3;3;8;600;0;1;1;10;105;1;0;1;0;
50781;3;383;;;1;3;17;0;0;1;1;10;105;1;3;1;0;
50782;1;7;;;3;3;21;700;0;1;1;10;125;1;0;1;99;
50783;1;7;;;1;3;19;500;0;1;1;10;105;1;3;1;99;
50784;2;346;;;3;2;38;300;0;2;3;0;35;2;3;3;99;
50785;1;46;;;1;3;41;800;0;1;1;15;105;1;3;1;99;
50786;1;6;;;3;3;446;300;0;1;1;10;105;2;0;1;0;
50787;1;43;;;1;1;2;0;0;2;2;0;35;2;1;2;0;
50788;1;6;;;3;2;437;200;0;1;1;10;60;1;0;1;99;
50789;3;302;;;0;2;5;240;0;1;2;15;75;2;0;0;0;
50790;2;346;;;0;2;30;0;0;1;1;15;75;1;0;0;0;
50791;1;7;;;3;3;4;294;0;1;2;15;105;1;3;1;0;
50792;3;383;;;3;4;6;400;0;0;0;0;0;2;0;1;0;
50793;2;346;;;1;3;40;0;0;1;1;15;70;1;0;1;0;
50794;1;46;;;3;2;41;500;0;1;2;5;70;1;3;1;99;
50795;1;7;;;0;0;29;800;0;2;2;20;105;1;0;1;99;
50796;1;6;;;1;2;455;0;0;1;1;0;70;1;1;1;99;
50797;1;43;;;1;4;11;500;0;1;1;0;140;1;0;3;0;
50798;1;7;;;1;3;30;0;0;1;3;5;105;2;0;1;99;
50799;1;7;;;1;3;7;600;0;1;3;15;105;2;0;1;0;
50800;3;383;;;1;4;11;300;0;1;1;25;140;1;0;1;99;
50801;2;7;;;2;3;10;300;0;1;1;0;105;2;0;0;0;
50802;1;7;;;1;3;22;600;0;1;1;10;105;1;0;2;99;
50803;1;6;;;3;2;454;800;0;1;1;50;80;1;1;1;0;
50804;1;450;;;0;2;6;0;1;1;1;0;90;1;0;1;0;
50805;1;7;;;3;3;5;600;0;1;2;15;105;1;0;1;99;
50806;1;46;;;3;2;16;400;0;1;2;0;35;8;3;1;99;
50807;1;43;;;3;11;21;100;0;1;1;5;500;1;7;1;99;
50808;1;42;;;3;6;6;400;0;1;1;10;105;1;0;1;0;
50809;4;38300;;;3;3;2;300;0;1;1;5;105;2;0;1;0;
50810;1;47;;;1;2;1;0;0;1;1;15;70;1;2;1;0;
50811;1;7;;N;3;1;26;400;0;1;1;15;35;2;0;1;99;
50812;1;6;;;3;2;435;600;0;1;1;20;60;1;0;1;99;
50813;1;7;;;1;3;0;100;0;1;1;0;70;1;0;1;0;
50814;1;7;;N;3;4;20;530;0;1;1;10;140;1;0;3;99;
50815;1;42;;;3;3;6;700;0;1;1;10;105;1;0;1;99;
50816;3;383;;;1;2;17;700;0;4;3;0;70;1;3;1;99;
50817;3;383;;;3;4;6;600;0;2;1;0;0;1;1;1;99;
50818;3;383;;;3;4;14;600;0;1;1;10;140;1;3;1;0;
50819;1;7;;;3;3;9;500;0;1;1;10;105;1;0;1;99;
50820;2;7;;;3;4;6;0;0;0;0;0;0;0;0;1;0;
50821;1;7;;;3;3;1;200;0;1;1;0;105;1;0;1;0;
50822;1;6;;;1;3;448;700;0;3;1;0;105;1;0;1;99;
50823;1;42;;;1;2;1;0;0;1;1;15;70;1;0;2;99;
50824;3;383;;;3;3;16;700;0;1;1;10;105;1;0;1;0;
50825;3;301;;;1;2;3;600;0;1;1;0;70;1;0;1;0;
50826;1;7;;;1;3;1;700;0;1;1;20;105;1;3;1;99;
50827;1;7;;;1;3;0;800;0;1;1;15;105;1;0;1;0;
50828;1;7;;;3;3;19;600;0;1;1;15;105;1;0;1;99;
50829;1;47;;;3;2;0;800;0;1;1;5;70;1;2;1;99;
50830;1;47;;;3;3;0;620;;1;1;;;2;;1;;
50831;4;38300;;;1;2;1;800;0;0;1;15;70;1;0;1;99;
50832;1;450;;;1;2;0;1;0;2;3;15;70;2;0;1;0;
50833;2;346;;;3;2;32;400;0;1;2;15;35;1;0;1;99;
50834;1;6;;;3;2;437;200;0;1;1;20;90;1;0;1;99;
50835;3;383;;;1;4;6;800;0;1;1;5;140;1;2;1;0;
50836;1;47;;;1;2;1;900;0;1;1;0;70;1;2;1;99;
50837;1;7;;;3;3;15;800;0;1;1;0;0;2;0;1;99;
50838;1;7;;;1;2;7;0;0;1;1;0;75;1;0;1;0;
50839;1;7;;N;3;3;20;335;0;0;0;0;0;0;0;1;0;
50840;3;383;;;0;3;4;300;0;1;1;15;105;1;0;1;99;
50841;2;7;;;3;5;5;500;0;1;1;0;0;1;0;1;99;
50842;1;7;;;1;3;19;900;0;1;1;15;105;1;0;1;0;
50843;1;42;;;0;2;4;0;0;1;2;0;30;2;0;1;99;
50844;1;46;;;3;2;48;100;0;1;1;10;70;1;0;1;99;
50845;4;38300;;;3;3;2;100;0;1;1;5;150;1;0;1;0;
50846;3;383;;;0;3;16;0;0;0;0;0;0;0;0;1;0;
50847;1;43;;;3;3;2;800;0;1;1;0;100;1;0;1;0;
50848;1;7;;;3;3;1;700;0;1;1;0;0;1;0;1;99;
50849;4;38300;;;1;2;36;900;0;1;1;0;70;1;1;1;99;
50850;1;6;;;3;4;446;200;0;1;1;20;225;1;3;1;99;
50851;2;346;;;3;2;28;300;0;1;1;0;70;1;0;1;0;
50852;3;383;;;3;3;6;0;0;1;1;10;105;1;0;1;0;
50853;4;38300;;;3;3;1;600;0;1;1;10;100;1;0;1;0;
50854;3;1407;;;3;4;0;100;0;1;1;10;140;1;0;1;99;
50855;3;383;;;1;6;9;800;0;2;1;0;0;2;0;1;0;
50856;3;383;;;3;4;10;800;0;2;3;0;140;2;0;1;99;
50857;3;383;;;1;3;17;500;0;1;1;10;105;1;0;1;99;
50858;3;301;;;3;2;3;100;0;1;1;10;70;2;0;1;99;
50859;1;7;;N;1;2;34;0;0;2;1;15;70;1;0;1;99;
50860;1;46;;;1;2;59;0;0;2;1;15;70;2;0;1;0;
50861;3;383;;;3;5;6;500;0;1;1;5;180;2;3;1;0;
50862;3;383;;;3;3;16;0;0;1;1;15;105;1;0;1;99;
50863;3;383;;;1;3;10;500;0;3;2;0;105;2;0;1;0;
50864;3;383;;;1;3;6;800;0;1;3;0;105;2;0;2;0;
50865;1;7;;;1;3;26;500;0;2;2;10;105;2;2;1;99;
50866;1;42;;;1;2;4;0;0;2;2;0;70;2;3;1;0;
50867;4;38300;;;1;2;35;800;0;1;0;0;70;2;1;1;0;
50868;1;42;;;2;3;5;500;0;1;1;10;105;1;0;1;0;
50869;1;6;;;0;2;436;800;0;1;1;10;60;1;0;1;99;
50870;1;46;;;1;2;42;300;0;1;1;15;70;1;0;1;99;
50871;1;46;;;3;2;49;700;0;1;1;20;70;1;0;1;0;
50872;1;450;;;1;2;2;500;0;1;1;15;70;1;0;1;0;
50873;1;43;;;1;4;14;700;0;1;1;0;0;1;0;3;0;
50874;1;43;;;1;1;7;800;0;1;1;20;35;1;3;1;99;
50875;3;383;;;0;0;3;600;0;1;1;10;105;1;0;0;0;
50876;1;42;;;0;1;8;400;0;0;0;150;350;1;3;1;99;
50877;1;46;;;1;2;44;950;0;1;1;10;70;1;0;1;0;
50878;3;1407;;;0;2;0;150;0;1;1;0;70;2;0;1;99;
50879;1;6;;;3;3;446;700;0;1;1;10;105;1;0;1;0;
50880;1;6;;;3;2;454;600;0;1;1;0;70;1;1;1;99;
50881;1;7;;;3;3;6;500;0;2;0;15;105;2;2;1;99;
50882;3;383;;;1;4;14;100;0;2;1;15;140;1;2;1;99;
50883;1;6;;;3;3;446;0;0;1;1;10;105;1;0;1;0;
50884;3;38300;;;1;2;3;0;0;1;1;15;35;1;0;1;99;
50885;1;43;;;3;3;4;500;0;1;1;10;105;1;0;1;99;
